Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
India,Asia-Pacific,3,Agriculture,66.44459024003073,58.20252050972227,85.42227723314424,57.578942067039485,0.9396,754.04,0.57,0.64,3,0,39,47496,0.9026623544654626,0.036,69.47780620574628,0.74,82.51445363889917,0.71,72.43,1,9409,Low
Malaysia,Asia-Pacific,2,Agriculture,60.213618018237916,51.80562230929126,53.7116905716598,45.835620565699806,0.8837,106.46,0.4,0.48,2,0,14,30509,0.871174388145008,0.029,74.44726753119402,0.81,77.74118742884504,0.82,79.6,1,1391,Moderate
USA,North America,1,Agriculture,73.25996016796485,66.11831271978576,66.2712541431981,74.83688151988898,0.7543,1035.36,0.66,0.22,1,1,48,47438,0.8790526421154468,0.011,80.84835840940853,1.42,69.97846861787087,0.78,66.22,1,9425,Low
Malaysia,Asia-Pacific,3,Agriculture,69.63730002458142,83.75249638228209,83.5409279037765,71.00784479124034,0.8063,253.42,0.44,0.58,0,0,13,33066,0.911115430187063,0.026,70.08044558941114,0.93,90.17890397125575,0.71,84.2,1,8998,Low
Brazil,South America,2,Agriculture,63.92659552271148,53.52663214418517,65.81931579006353,58.25113158170321,0.8973,1273.16,0.6,0.53,2,0,36,26070,0.8567971931181623,0.029,76.17033771752108,0.62,68.63135649593906,0.68,82.54,1,1419,Moderate
India,Asia-Pacific,3,Agriculture,69.19777359224317,71.91456996327788,80.26602904261675,88.02509407699974,0.7563,431.1,0.41,0.62,3,0,43,10091,0.8276181916332991,0.027,69.40726878072645,0.89,54.76183711169295,0.54,66.24,0,10540,Low
Japan,Asia-Pacific,2,Agriculture,72.09767389462668,59.71704860053656,78.51548695497449,75.29837421428594,0.9184,248.29,0.57,0.39,1,0,12,11667,0.8746687955406292,0.032,58.88343825170289,0.57,74.38998550481669,0.6,75.87,2,454,Moderate
USA,North America,2,Agriculture,63.33772483627568,61.024632975602664,65.09769698897382,66.88732769613539,0.8228,235.37,0.58,0.57,2,1,43,5349,0.929284526659987,0.033,71.12480816263239,0.91,85.50845778130909,0.77,87.71,2,9843,Moderate
Malaysia,Asia-Pacific,2,Agriculture,60.646071129755306,51.85940483705951,65.72290883925527,64.11393162210663,0.9161,694.43,0.52,0.58,3,0,42,33467,0.9005904377584547,0.045,78.35007534131805,0.67,60.612127329889596,0.75,75.47,1,580,Moderate
Japan,Asia-Pacific,3,Agriculture,65.04691336897068,71.64466409417165,71.59212522266523,64.3434070213626,0.9069,50.19,0.76,0.49,0,0,44,30252,0.8725489619497281,0.01,66.18522655573855,0.93,61.345047096937364,0.49,82.04,0,11225,Low
USA,South America,2,Agriculture,67.03049752733044,59.68247696105943,65.18979484865773,80.43311719286184,0.7636,255.68,0.39,0.25,3,1,39,22577,0.8577188439914561,0.024,74.08435311380646,1.18,63.97869408223593,0.62,72.42,1,1404,Moderate
USA,North America,1,Agriculture,76.85752450121194,70.62996188341754,75.85302869139123,82.22355457582913,0.0201,303.78,0.6,0.49,2,0,41,33880,0.868492517043081,0.044,80.55305854057451,1.28,82.6296778093163,0.66,68.8,1,10405,Low
China,Asia-Pacific,1,Agriculture,72.66380011463404,96.91364713565167,87.01238880891937,77.71672477498215,0.1238,377.18,0.52,0.51,1,1,48,9959,0.8886289250228065,0.035,48.13902267107505,1.11,71.47947663349485,0.63,68.78,0,9266,Low
Japan,Asia-Pacific,2,Agriculture,60.383649960460765,56.7996473642822,63.45822412091678,61.64381574073249,0.7501,131.61,0.72,0.16,1,0,17,9573,0.8522769895189565,0.04,47.76251311410331,1.58,75.83892176690577,0.78,75.83,2,7272,Moderate
USA,South America,3,Agriculture,67.3967419233619,78.2292755420189,71.2605427320522,87.35783551286262,0.6056,833.01,0.4,0.54,3,1,44,33194,0.8759893567658811,0.055,76.59878235067423,0.96,62.24774652736204,0.15,72.05,0,11288,Low
Japan,Asia-Pacific,3,Agriculture,68.19297582286255,61.03404843162414,63.0596513673511,66.87801585419146,0.8957,1279.54,0.77,0.5,2,0,11,8395,0.8835678919259151,0.025,76.32540013384396,0.7,62.49684884826936,0.8,75.31,1,508,Moderate
Japan,Asia-Pacific,3,Agriculture,57.015524293008376,53.43371025869595,62.11431766843595,59.726142245432705,0.9706,1019.95,0.82,0.44,2,0,15,48844,0.8053754269865349,0.026,73.71740482264798,0.89,79.05286118796245,0.69,80.78,1,8339,Moderate
India,Asia-Pacific,2,Agriculture,51.07676716083621,50.44838464186099,59.026724233381834,46.489377788512755,0.8603,339.49,0.61,0.63,2,1,40,41717,0.9388322136697348,0.028,78.83508556612458,0.76,76.49743189211543,0.69,76.31,1,7256,Moderate
USA,South America,2,Agriculture,66.890658359316,59.09669649485506,61.35775652540369,78.39779743647168,0.8011,159.45,0.41,0.2,2,0,42,33977,0.84618940706283,0.038,77.70462306772761,1.32,64.9404456791386,0.16,87.27,1,9116,Moderate
Japan,Asia-Pacific,2,Agriculture,67.57198973597225,61.80259152107689,65.54301209722357,68.37519520171998,0.7228,1323.18,0.61,0.35,2,0,16,47758,0.9356687433336431,0.033,62.67634478789917,0.92,71.00015937575436,0.85,83.35,2,9881,Moderate
China,Asia-Pacific,2,Agriculture,52.270847307489866,49.4944316486337,56.06668754075621,53.696745757192126,0.9514,78.39,0.59,0.49,1,1,21,6304,0.9535562023111458,0.03,65.18842880197707,0.62,80.97134780782663,0.79,80.41,2,10577,Moderate
China,Asia-Pacific,2,Agriculture,50.2319926908802,53.72066192626829,49.72644704278737,45.07193534791915,0.7172,401.87,0.52,0.35,1,0,45,10361,0.8996060113317695,0.041,49.99756829872506,1.07,85.2143186827475,0.75,77.97,2,9038,Moderate
USA,North America,2,Agriculture,67.56145255098227,82.3696627220799,72.89642766776002,69.76996812219187,0.7461,1392.78,0.52,0.29,2,1,40,47758,0.9507593839982407,0.029,68.91805041260011,1.33,93.23403295164074,0.7,67.65,1,7361,Moderate
Brazil,Asia-Pacific,2,Agriculture,60.53323680031603,42.609402670225826,54.04006047628412,50.957916341389314,0.9515,159.22,0.78,0.53,2,0,41,33719,0.8271771167842779,0.037,69.20499668038543,0.71,60.351273264518646,0.67,73.28,1,10392,Moderate
Brazil,Asia-Pacific,2,Agriculture,46.99701473705073,48.022885622843944,47.08994029792316,45.240732450507565,0.7048,1416.49,0.64,0.63,2,0,38,22569,0.9253135771700381,0.043,88.54115864110494,0.59,66.91316300237975,0.62,76.22,1,6832,Moderate
Japan,Asia-Pacific,3,Agriculture,66.70648887403199,57.629997133329596,78.59457546718292,61.68687167904206,0.8565,1246.93,0.83,0.64,3,0,42,45959,0.9114819714534025,0.027,74.9209844590124,0.79,79.21731392703298,0.75,80.09,1,8998,Low
Japan,Asia-Pacific,2,Agriculture,64.42610991020454,62.152214369547664,62.73875956586854,63.90933165907293,0.9716,411.11,0.59,0.15,1,1,24,14070,0.9225408729044138,0.027,57.62215098246727,1.28,96.41073426483837,0.88,82.49,2,2152,Moderate
Brazil,South America,3,Agriculture,58.44150419706095,64.27070464039946,64.51847997832904,67.70826950121123,0.912,145.55,0.4,0.5,2,0,6,8874,0.8902754663045924,0.023,73.38501386043386,1.11,41.07484298367275,0.63,77.72,0,502,Low
India,Asia-Pacific,3,Agriculture,67.1175509218938,76.0789534462914,75.68366029492985,80.63770925976668,0.8573,446.48,0.87,0.43,1,0,43,12686,0.8518278206311836,0.041,66.20747985719687,0.91,81.70000220944053,0.77,81.91,1,8447,Low
China,Asia-Pacific,2,Agriculture,66.13052875988652,60.707600452738625,64.79851232558252,66.32087922069651,0.8978,1081.61,0.58,0.53,2,0,43,13397,0.9484877217738437,0.037,63.92105590148346,0.49,78.10095482319029,0.74,75.15,2,1234,Moderate
Indonesia,Asia-Pacific,3,Agriculture,69.53187394570028,66.96194321662067,67.03470161687181,68.0720535981284,0.7627,1382.64,0.48,0.62,2,0,6,44030,0.8569340793086783,0.016,71.38657703960821,0.79,89.16823353511988,0.79,76.47,1,168,Moderate
Japan,Asia-Pacific,2,Agriculture,71.5140142421385,66.59184181184715,63.8351211293818,69.45227401958093,0.9839,776.06,0.56,0.47,3,1,45,12632,0.8561514679630088,0.032,67.28550817429566,0.86,86.96109743348124,0.66,69.64,1,9343,Moderate
Malaysia,Asia-Pacific,2,Agriculture,65.78823932321316,58.004514029569954,61.08234411761755,64.22633817146658,0.8363,236.26,0.79,0.6,2,1,25,44775,0.8757713705206173,0.024,37.73861316633515,0.88,83.29853179285547,0.79,82.36,1,10125,Moderate
Brazil,South America,2,Agriculture,58.57024749002331,62.365070436902755,65.6560481395411,50.31221138747532,0.831,123.63,0.54,0.54,2,0,44,20524,0.8709946644035931,0.034,73.70347429766687,0.75,89.92236922232313,0.68,81.98,1,8154,Moderate
USA,North America,2,Agriculture,45.08583734583037,38.891352790349416,44.74071855067413,55.349369752509205,0.8922,201.91,0.48,0.58,1,1,38,12173,0.9400909177588933,0.04,76.5896295961744,0.93,89.6163466312556,0.71,77.03,1,10231,Moderate
Brazil,South America,2,Agriculture,57.681903232115076,55.056188617752944,66.60234834017031,55.05031956976988,0.8638,96.02,0.59,0.61,2,0,43,32315,0.8629600964126345,0.041,68.29020480371727,0.71,51.42607943863736,0.56,80.66,1,11962,Moderate
China,Asia-Pacific,1,Agriculture,63.93064037360668,56.92289893753518,66.26260090242343,45.94324054301059,0.7464,447.67,0.84,0.35,1,0,13,6100,0.9090971449425981,0.037,58.694640143596665,0.72,72.84907577114683,0.68,69.06,2,9275,Moderate
Japan,Asia-Pacific,3,Agriculture,63.61147130855538,51.29600590598936,67.24749533902754,62.25989340753925,0.9527,1289.98,0.75,0.46,2,0,19,45360,0.8794766062521971,0.027,76.88967835369385,0.73,81.17046234420266,0.7,78.23,2,11214,Moderate
China,Asia-Pacific,2,Agriculture,63.746564353964125,41.71108805765178,61.79503416248698,63.86331717000952,0.7605,1467.68,0.62,0.52,2,0,37,11447,0.9200500032216641,0.043,71.35861574402047,0.45,75.67294601660626,0.67,73.73,2,10377,Moderate
Japan,Asia-Pacific,3,Agriculture,68.83703848279677,71.29565371876399,85.48155923566664,84.70097434299274,0.805,385.57,0.55,0.48,3,0,41,13995,0.9256837336976971,0.011,68.50159640559814,0.86,76.08138397160265,0.73,76.15,1,9147,Low
Japan,Asia-Pacific,2,Agriculture,48.171568463194234,49.93649691808997,45.76913068297812,58.99127494019233,0.5023,245.68,0.78,0.17,1,1,44,14804,0.9012571887749604,0.055,54.0751118143127,0.77,90.73029758181599,0.66,77.1,1,7874,Moderate
Japan,Asia-Pacific,3,Agriculture,48.887732384453415,50.660006242927956,57.670124068167446,51.57604895412871,0.7503,150.96,0.79,0.42,3,0,46,13189,0.8644417834191624,0.044,63.19503852880212,0.58,76.81018127228194,0.7,77.32,1,10943,Moderate
Malaysia,Asia-Pacific,2,Agriculture,56.016983769554095,43.50287416338511,48.50957531636324,49.646538510423895,0.2638,499.91,0.59,0.54,2,0,36,32723,0.8625477748810882,0.02,90.22818810416652,0.65,75.62628700123263,0.7,71.72,1,10908,Moderate
USA,North America,2,Agriculture,60.729474969658966,53.045680247312696,63.54804221957076,57.877948530744845,0.0623,371.37,0.59,0.21,1,0,44,11531,0.838263937076793,0.035,46.54379742485942,1.38,82.95955565717045,0.73,73.73,2,1349,Moderate
Malaysia,Asia-Pacific,2,Agriculture,61.59711235843941,56.626211844181384,75.99161287697545,66.71003696542013,0.8758,244.19,0.48,0.64,1,1,43,49982,0.9735105125949544,0.041,99.62782664777853,0.83,78.00379612874085,0.68,82.8,1,10158,Low
China,Asia-Pacific,1,Agriculture,69.96728716276597,60.69188065040607,87.25734040532957,57.359366938101246,0.81,201.58,0.59,0.45,3,0,44,13624,0.8864964557094956,0.038,72.62348613046746,0.96,88.25286098542216,0.74,88.62,1,10933,Moderate
Brazil,South America,3,Agriculture,82.08108465889526,68.61863003641791,74.7063403786519,82.94017784746579,0.8666,343.71,0.44,0.58,3,1,38,33248,0.9284193873023133,0.047,81.09789582561469,1.03,68.63657499916344,0.79,69.68,0,7635,Low
Japan,Asia-Pacific,3,Agriculture,75.43093384013568,63.385306936945454,79.00565672878605,80.19565992647108,0.775,342.66,0.43,0.58,3,0,43,33001,0.8561425122022639,0.026,69.58445083210084,0.93,56.22860478896768,0.84,72.31,0,8924,Low
USA,North America,1,Agriculture,64.50353159707652,86.98198951207912,63.50865043745033,68.32538920146725,0.7038,84.56,0.51,0.48,1,1,43,44218,0.8484738640082627,0.026,81.35722332559548,1.61,92.31831985537355,0.71,73.21,1,10868,Low
Malaysia,Asia-Pacific,2,Agriculture,48.30955614831292,35.308082777933926,50.08144301411227,58.76105032938363,0.8475,963.19,0.52,0.56,2,1,43,36411,0.8699029949933426,0.024,77.56308701297766,0.93,79.75643314119385,0.77,73.33,0,10657,Moderate
Malaysia,Asia-Pacific,3,Agriculture,69.30375207714852,82.05063204331357,74.1892717288267,74.2207622137881,0.7956,1463.45,0.57,0.45,0,0,11,28474,0.8737054024525301,0.04,72.78395119239099,0.8,53.56205680731167,0.89,85.54,1,657,Low
USA,North America,2,Agriculture,65.76873060750253,57.01973855367493,64.55970933982833,52.56431206173878,0.7868,243.52,0.53,0.56,1,1,41,7340,0.915976802770926,0.044,79.71541247757453,0.98,80.13914720699304,0.76,75.22,2,8920,Moderate
China,Asia-Pacific,2,Agriculture,68.81112377787149,49.55971564234724,60.30708228597439,66.32990721371016,0.8429,322.7,0.54,0.51,3,0,39,7019,0.9237278436646665,0.044,70.66417793185295,0.6,75.6703900872597,0.82,73.27,2,427,Moderate
USA,North America,2,Agriculture,62.192288757155275,56.15479078823717,64.80789577031987,73.42713294440058,0.7995,235.53,0.6,0.15,1,1,40,44020,0.9028935757985181,0.012,88.61767182638197,1.01,70.04986517343258,0.74,70.42,2,491,Moderate
Japan,Asia-Pacific,2,Agriculture,66.70276352940411,56.14128786216701,67.03091870687983,63.89891241440359,0.2616,709.27,0.72,0.41,1,0,25,10492,0.9622709031400648,0.024,69.59495687563425,1.08,76.97694976631988,0.68,82.74,2,9380,Moderate
China,Asia-Pacific,2,Agriculture,54.57840445155021,41.494305433576535,62.23372206134582,47.07175493863116,0.74,1236.88,0.86,0.61,2,0,21,47308,0.8721996701214285,0.019,60.68441160313932,0.76,83.68134965043969,0.75,77.88,2,9523,Moderate
Brazil,South America,1,Agriculture,66.07971699697427,80.63760960429339,72.92634629086967,76.69169462676223,0.81,1351.56,0.55,0.51,2,0,44,998,0.8488018963093543,0.017,67.30387954338488,0.8,58.340523788370035,0.7,82.24,0,10535,Low
USA,North America,2,Agriculture,54.741594363674935,42.39069042041808,54.56375377006447,42.27438044522621,0.1177,337.03,0.54,0.38,2,0,42,4665,0.8986373415971165,0.031,76.57265835774216,0.65,74.3470942880492,0.75,66.53,1,1120,Moderate
Japan,Asia-Pacific,2,Agriculture,55.9567506075242,48.84264740908712,53.62811962394004,50.52909887397237,0.7655,231.95,0.82,0.46,2,0,8,10573,0.8697689815216695,0.017,72.75614194344405,0.71,77.8981362117364,0.63,75.4,1,8879,Moderate
India,Asia-Pacific,3,Agriculture,71.69542444584555,83.47600859895309,72.72287178554537,81.0732573798988,0.7608,479.08,0.57,0.54,0,0,40,2287,0.8657134962051616,0.005,69.32938606862163,0.87,63.26330105366574,0.71,70.31,0,9581,Low
Brazil,South America,2,Agriculture,64.72502976129825,72.43445042654021,72.47588167819546,82.58841822861626,0.4896,1409.06,0.59,0.63,2,0,39,29987,0.8871510076409257,0.037,73.80735084615795,1.19,54.82372673715594,0.49,63.28,0,633,Low
USA,North America,2,Agriculture,63.522372127322996,59.53322054772815,76.32435481416653,71.45233732105434,0.6912,302.42,0.57,0.38,2,0,38,47372,0.9611124899261907,0.029,75.1112476125478,0.81,70.04934346258666,0.8,71.27,1,10810,Low
Malaysia,Asia-Pacific,2,Agriculture,67.21764532286491,86.72041114878198,67.89915580831057,74.45899626834606,0.7048,1371.71,0.61,0.47,2,0,10,43163,0.8398286408965687,0.033,68.12617720213255,1.25,71.39934887418904,0.69,80.19,1,11589,Moderate
China,Asia-Pacific,1,Agriculture,50.322898306383614,44.30315479406634,52.48667266981347,46.489043065663985,0.8947,1023.14,0.61,0.5,2,0,11,10212,0.9336559326709092,0.042,70.2447836409922,0.44,73.95537684813858,0.81,78.16,1,8766,Moderate
Japan,Asia-Pacific,3,Agriculture,63.842036047796284,73.5675315762998,71.79403011009941,62.8992439489548,0.909,122.27,0.4,0.54,3,0,45,24326,0.876306612100948,0.039,74.07808322752084,0.92,79.20520171728694,0.64,84.12,1,11536,Moderate
Malaysia,Asia-Pacific,3,Agriculture,77.67590998977359,81.94923572875047,85.30666208186258,79.69281560969317,0.7351,309.42,0.4,0.58,3,0,41,26730,0.8983561008345794,0.034,70.8418833996548,0.88,65.67983371164874,0.89,72.03,0,9531,Low
Japan,Asia-Pacific,2,Agriculture,61.66971946764947,44.74140164733737,66.93848039695011,62.089197176477384,0.9533,1104.06,0.6,0.4,3,0,41,13207,0.8510910345315432,0.032,64.24093506230913,0.6,73.07431489514165,0.74,85.97,2,10535,Moderate
Japan,Asia-Pacific,2,Agriculture,64.49986728085938,48.087781117449936,63.78664159179519,53.168435989727456,0.9999,720.88,0.74,0.44,2,0,45,5602,0.8460119959286875,0.038,72.04975645900458,0.65,55.58942614958593,0.78,81.94,1,11999,Moderate
Malaysia,Asia-Pacific,2,Agriculture,66.22170128709496,58.217141575377404,67.5082232884201,56.80515175080818,0.4126,1130.44,0.77,0.58,2,0,35,48992,0.8679052229778832,0.028,71.78395973789557,1.07,79.1371709281311,0.75,81.85,1,9757,Moderate
China,Asia-Pacific,2,Agriculture,56.94809701396114,59.106240848041324,64.425702476276,62.293315530655,0.9435,64.26,0.8,0.39,2,0,16,5177,0.9333352480688459,0.023,63.735779865856045,0.63,94.13540186687926,0.69,77.95,2,11547,Moderate
USA,South America,2,Agriculture,72.98508722496912,80.94809418233133,68.60418276331347,70.19898685569063,0.7823,993.82,0.57,0.25,1,1,42,41748,0.9528210666861631,0.024,72.0939065608297,1.09,64.11085356485027,0.72,69.91,1,8372,Low
USA,Asia-Pacific,1,Agriculture,71.34810569860684,56.42576334263582,65.36246941971514,67.4161196323016,0.7118,1401.54,0.62,0.45,1,1,43,8853,0.8667396533551903,0.029,85.76131243924894,1.01,89.5501114973471,0.77,77.55,2,912,Moderate
Japan,Asia-Pacific,2,Agriculture,53.87339364355412,52.23153518566183,51.722243343380775,47.987529797098716,0.9185,275.36,0.79,0.6,1,1,19,17825,0.8660916712323448,0.015,76.56087780758942,0.91,84.15534313208136,0.66,82.4,1,10100,Moderate
Japan,Asia-Pacific,2,Agriculture,61.5312531612986,50.741717561905055,58.98210199349088,61.4412704463368,0.922,1395.45,0.57,0.43,3,0,10,9716,0.856505482792382,0.049,68.61673657793314,0.54,72.62352202114975,0.78,83.58,1,11782,Moderate
USA,North America,2,Agriculture,62.25844406117207,75.71211372759501,71.46514751508913,79.53136848092211,0.5025,395.88,0.38,0.36,1,1,39,7635,0.9292416878035565,0.04,81.507172233655,1.18,67.05548162184569,0.65,70.63,1,8547,Low
China,Asia-Pacific,2,Agriculture,59.823848930494144,60.17446760055102,56.71175401136734,57.214786242742576,0.9266,362.9,0.57,0.52,3,0,42,8301,0.9320633220185912,0.016,70.01538350965603,0.76,83.99331292352188,0.8,72.69,1,942,Moderate
China,Asia-Pacific,2,Agriculture,65.01329762361742,66.94020801769396,66.40878417743053,63.91153599175128,0.9618,827.72,0.64,0.48,2,0,16,43552,0.9002416012002477,0.017,67.63185498352775,0.79,82.41431705435183,0.7,74.76,2,9937,Moderate
Brazil,South America,1,Agriculture,61.5767042579871,63.521329529490025,80.083409214944,77.23624403113084,0.6537,155.82,0.62,0.49,2,0,44,28603,0.8605395169230469,0.062,74.036967874118,1.26,62.68749065521511,0.56,82.06,0,10136,Low
USA,North America,3,Agriculture,73.23984380973401,100.0,74.58161637872117,86.23514977403335,0.0459,452.81,0.48,0.56,3,1,16,27944,0.893258246841176,0.033,78.49847430935226,1.15,68.95074459791434,0.72,69.37,0,9909,Low
USA,North America,3,Agriculture,75.58276358788005,77.23282851094592,78.63986190895827,77.19181478495692,0.1149,561.61,0.46,0.65,3,1,42,26090,0.9400532769261312,0.015,100.0,0.98,61.204492129923025,0.76,68.83,0,8452,Low
USA,North America,2,Agriculture,51.464254006492446,38.26767528558264,53.00705824123468,30.796179646417265,0.8309,249.11,0.43,0.55,1,0,42,32787,0.9216689474545187,0.048,75.78901971266296,0.77,72.07543083833822,0.64,71.54,1,9625,Moderate
USA,North America,1,Agriculture,64.50169558276978,63.90279762220064,75.30279503975049,64.39241494123262,0.9164,146.6,0.64,0.48,2,0,48,14937,0.8900806484266481,0.031,94.30193809850687,0.59,62.51016187195579,0.76,77.11,1,11724,Moderate
India,Asia-Pacific,3,Agriculture,69.50852554246707,75.0460948325871,71.10351359804584,76.83839921134968,0.8553,1499.5,0.48,0.37,0,1,44,36571,0.8702586424960252,0.024,69.16384272194841,1.0,70.81995714060528,0.64,71.89,0,10521,Low
Brazil,South America,2,Agriculture,57.85962106638453,48.59713210853907,68.08663270280022,52.633779675853866,0.9525,158.95,0.59,0.53,2,0,41,35609,0.8710531611663546,0.037,69.2590317679451,0.65,75.64783877839268,0.65,84.43,1,10615,Moderate
China,Asia-Pacific,3,Agriculture,73.7916657052519,78.428254333492,82.14563855340822,86.12163668159376,0.8637,546.9,0.55,0.52,3,0,42,13432,0.9142502774581249,0.018,71.96849373516756,0.86,76.97540805646052,0.75,75.48,1,1300,Low
Malaysia,Asia-Pacific,2,Agriculture,63.19788889577774,60.22999578326434,64.96560051008802,74.96286872868835,0.6693,305.85,0.56,0.43,2,0,41,4308,0.9598386536309595,0.013,81.73663994834412,0.63,73.95302833669354,0.75,76.46,1,652,Moderate
Japan,Asia-Pacific,2,Agriculture,55.80559200123217,56.61089734749662,51.529472999738154,41.313505257162845,0.7581,453.0,0.4,0.61,2,0,41,15121,0.8366452367853355,0.025,80.57518315313902,0.84,75.42494912847225,0.75,74.29,1,1247,Moderate
Japan,Asia-Pacific,3,Agriculture,63.78329844645404,59.40571516407644,69.54926591889487,60.956984237865186,0.8471,430.44,0.76,0.53,2,1,26,13469,0.824958424408147,0.021,73.42639450333222,0.69,82.84395806252402,0.69,86.17,1,8856,Moderate
USA,North America,1,Agriculture,55.12425908571687,57.255564149890205,64.45994079552752,51.796094313225595,0.7534,231.86,0.41,0.37,1,1,14,25032,0.9013844713040386,0.024,75.39763808871561,0.94,87.06843909725994,0.53,81.74,1,11106,Moderate
USA,Asia-Pacific,2,Agriculture,64.55537013587684,68.31449224176868,63.34208374731095,74.80375081060335,0.6516,1419.37,0.61,0.25,2,0,8,46768,0.8637512136499985,0.035,79.9820318844079,0.64,70.90381251080676,0.69,70.06,1,473,Moderate
Malaysia,Asia-Pacific,3,Agriculture,67.88820491796051,56.264693658211804,70.31640355476175,69.87866377284453,0.9262,1455.24,0.82,0.57,2,0,41,42933,0.8625560028635216,0.044,68.95098671906716,1.07,83.24125376072041,0.68,86.28,1,9434,Low
Brazil,South America,2,Agriculture,60.264706200952595,53.819680821168646,64.00430967330779,56.4681561995918,0.8779,240.14,0.57,0.57,2,0,39,28452,0.9127027994018136,0.035,80.87107071730371,0.51,50.752613558101864,0.53,79.84,1,406,Moderate
Japan,Asia-Pacific,3,Agriculture,65.28215670744788,61.13229908464185,82.49440271284524,62.673072864392815,0.8966,321.49,0.63,0.57,1,0,45,7359,0.9235744822250054,0.025,55.782245290768486,0.97,80.07046944851938,0.75,74.13,1,8375,Low
Malaysia,Asia-Pacific,2,Agriculture,55.707955524508236,38.52403972703393,50.41484886727596,54.23295894478082,0.9552,416.74,0.59,0.57,1,0,45,7198,0.9132075759454574,0.023,74.12756909167939,0.82,80.79074187119919,0.66,73.88,1,9035,Moderate
India,Asia-Pacific,3,Agriculture,43.368509514483414,18.051346100738098,57.83671107159569,56.233066719491916,0.4422,480.18,0.51,0.68,3,1,41,49982,0.9184647302071097,0.028,65.10149525974728,0.98,80.96350097658599,0.66,72.65,0,8505,Moderate
India,Asia-Pacific,2,Agriculture,52.10978054501835,45.45903973270096,63.51890878779565,46.869830781116505,0.8001,1049.36,0.81,0.59,2,0,23,7958,0.8598460362616005,0.025,75.77983252733725,0.77,79.5129669016456,0.78,73.58,1,7989,Moderate
