Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
India,Asia-Pacific,2,Agriculture,64.7838473699311,58.38012913460174,74.8849506612645,72.97737745242524,0.8969,1085.26,0.85,0.51,2,0,10,1796,0.8441980842280205,0.014,70.27802804560433,0.55,79.02590754350595,0.78,77.86,1,11300,Low
India,Asia-Pacific,3,Agriculture,63.15363302378623,47.09592782089592,60.6883739443329,50.4860543676001,0.7694,404.25,0.64,0.47,3,0,45,13714,0.8547193014235274,0.042,74.24150342983235,0.72,79.23162638341802,0.8,75.16,0,10979,Moderate
USA,North America,2,Agriculture,52.710748267724085,31.827719454448125,44.74093103719991,55.10181727417806,0.2267,584.15,0.51,0.23,1,1,43,9261,0.9113809807730467,0.035,83.16751061865386,1.21,84.28954970809922,0.72,70.48,2,79,Moderate
Brazil,South America,1,Agriculture,69.8680233700075,86.02602431375867,84.43993577835975,75.29054502415886,0.9153,936.59,0.54,0.62,1,0,44,1803,0.9169808355600731,0.024,98.07937367348946,0.74,67.21283009720254,0.78,74.96,0,11999,Low
Japan,Asia-Pacific,3,Agriculture,72.41153330319126,67.19836791571252,77.12572507703948,82.94500459292955,0.8959,454.61,0.5,0.62,3,0,44,8612,0.8496689625207485,0.033,68.52724842390107,0.95,77.83786758758811,0.78,76.63,1,8757,Low
China,Asia-Pacific,2,Agriculture,57.06907076236894,41.49578169786665,54.074503631019255,53.10612861726743,0.6928,449.47,0.74,0.41,2,0,14,7698,0.8598134628080646,0.03,73.83435804384703,0.82,72.72856722696218,0.83,76.29,1,9290,Moderate
Brazil,South America,2,Agriculture,77.18533509008284,81.44180013557416,85.88109527177474,65.61436196303026,0.8848,1002.25,0.63,0.59,2,0,37,502,0.9216317267503789,0.033,66.0562415927317,0.63,87.12478917344673,0.71,84.24,1,9462,Low
China,Asia-Pacific,1,Agriculture,74.69301486414233,61.44490231523686,89.17469925999043,53.96072761320258,0.8817,210.59,0.59,0.46,1,0,47,8694,0.8945442164907385,0.018,64.45034120226575,0.58,73.62127994283232,0.71,73.84,1,8358,Low
China,Asia-Pacific,2,Agriculture,59.986513879503136,45.33142855065287,62.49012292192234,56.266643709475936,0.795,339.13,0.54,0.61,1,0,37,11298,0.9006271002922253,0.036,81.1854474917634,0.65,77.75131896812354,0.76,74.25,2,235,Moderate
Japan,Asia-Pacific,2,Agriculture,51.60006779380136,42.28371319854509,58.651170083009426,42.651779932031275,0.8277,369.27,0.56,0.64,3,0,40,10314,0.8984565498634699,0.02,76.01939182406143,0.69,75.59103741351024,0.82,76.47,1,8608,Moderate
Malaysia,Asia-Pacific,2,Agriculture,68.5508910712715,48.03708808970278,73.26933442744755,63.75164895982179,0.9197,203.21,0.62,0.6,2,1,46,4033,0.8962893953253955,0.025,65.69854605023988,0.56,73.86864805668685,0.82,74.17,1,10981,Moderate
Japan,Asia-Pacific,2,Agriculture,62.32602790905898,40.198704706497494,58.326813110226446,60.173226925137314,0.8596,368.08,0.74,0.59,3,0,48,5319,0.8341327032700805,0.045,63.58421743545233,0.68,66.36839858933216,0.66,76.1,0,8496,Moderate
Malaysia,Asia-Pacific,3,Agriculture,72.90494801932807,77.64511049925977,75.01578799121363,86.38304633302647,0.7458,181.43,0.58,0.61,2,0,40,49982,0.8427886402655642,0.045,41.65350750226622,0.92,85.61438220362905,0.71,71.55,0,10233,Low
Brazil,South America,2,Agriculture,70.6615015841821,85.45160515189069,71.85797644408115,75.82273894077828,0.7922,1479.75,0.55,0.42,0,0,10,31410,0.8546134369231971,0.037,80.4464774557029,0.68,58.2340031872655,0.8,79.39,1,181,Low
China,Asia-Pacific,2,Agriculture,64.06308334152506,61.5475319272532,65.45786986705201,63.08118816470791,0.956,50.19,0.6,0.2,1,1,23,13835,0.8579091467977236,0.032,74.36106515386773,0.83,74.94310030649572,0.64,77.68,2,9305,Moderate
Brazil,South America,2,Agriculture,59.16799453646838,65.33802549563939,64.98680245033081,65.39612466852476,0.9493,1243.76,0.58,0.5,2,0,37,31950,0.8894900936766128,0.028,75.92877092024534,0.69,75.89270000211509,0.67,79.61,1,781,Moderate
China,Asia-Pacific,2,Agriculture,37.365,48.66420077877442,55.902622785613055,44.23272370785825,0.8304,251.29,0.61,0.35,2,0,9,11742,0.9264018080445144,0.048,74.6046449898932,0.51,71.79941740337432,0.75,75.29,1,8965,Moderate
Brazil,South America,1,Agriculture,74.99648167820509,79.11918263615813,84.0561251926642,84.68640757728618,0.0973,401.54,0.55,0.51,3,0,46,39034,0.8284178001476079,0.031,78.79249043569438,0.83,54.0870323438415,0.68,84.45,1,10154,Low
Japan,Asia-Pacific,3,Agriculture,67.78180437091554,63.23813746044646,79.10108806662653,62.12105683174259,0.9162,1163.03,0.6,0.53,0,0,41,7102,0.8506265633849994,0.035,68.61499200578152,0.67,45.51758579525723,0.76,78.58,0,11538,Low
Malaysia,Asia-Pacific,1,Agriculture,64.50997473064174,85.4720535698291,72.78893178843815,83.93359772149547,0.2135,1401.89,0.63,0.45,2,1,44,2874,0.8183976941017289,0.02,67.45724255368754,0.77,42.8489602993419,0.66,65.17,0,10944,Low
Brazil,South America,1,Agriculture,74.88836454315913,80.6101036031737,71.74539971290112,69.78456573925835,0.1094,1352.25,0.62,0.42,0,1,13,37402,0.9066156964308172,0.033,67.18913955159178,1.12,64.12750243934923,0.67,67.25,0,10557,Low
USA,North America,1,Agriculture,72.16953204763016,78.60629069402628,75.41401570168895,74.63771091053175,0.1639,264.33,0.62,0.36,1,1,48,44444,0.8694241425037394,0.022,78.52121261031242,1.28,73.66453659852986,0.85,69.4,1,10508,Low
China,Asia-Pacific,1,Agriculture,67.67164997554305,61.06665239108852,76.4641043022644,68.4712701310678,0.7529,161.58,0.6,0.45,1,1,44,49982,0.871873444879062,0.038,71.19547351930791,0.98,81.51799456891369,0.75,81.11,1,1040,Moderate
Malaysia,Asia-Pacific,3,Agriculture,67.69893259912114,52.36086347806245,75.98088540077657,80.19264652287958,0.9825,1069.58,0.62,0.52,2,0,39,4739,0.8789972507273912,0.022,69.33590614395109,0.71,62.06794949693684,0.74,83.44,1,9558,Low
Brazil,South America,2,Agriculture,62.36295389288803,90.63886440127176,61.335070474288905,72.04801773629669,0.6682,1384.73,0.61,0.47,2,0,10,41909,0.8644282566710937,0.016,81.15147195147287,1.19,63.69853747279865,0.62,72.62,1,993,Moderate
China,Asia-Pacific,2,Agriculture,72.04235958113253,92.47526993726352,69.2881428746257,72.40933655015706,0.8505,229.72,0.61,0.19,1,1,18,17736,0.923200966033402,0.018,80.90477247453921,0.97,87.67278912848533,0.73,67.61,2,9050,Moderate
China,Asia-Pacific,1,Agriculture,65.08347095608636,66.93156323185312,79.06334341735237,75.16756463300422,0.8066,382.71,0.64,0.43,1,1,48,11283,0.9391337326130544,0.026,83.29861554960631,0.9,87.02916578922844,0.9,73.14,2,10390,Moderate
Malaysia,Asia-Pacific,1,Agriculture,74.50531041025364,60.53552912492258,74.64604682889347,85.78303037244218,0.7651,860.87,0.59,0.52,0,0,40,2385,0.8827611649956782,0.033,76.94346117962395,0.85,53.93099684510577,0.68,84.58,0,9600,Low
Malaysia,Asia-Pacific,2,Agriculture,39.05739733094825,36.46597360027789,59.644813564189086,45.91981157745204,0.7509,455.31,0.56,0.58,3,0,41,3425,0.9268235235611727,0.04,65.16212895714101,0.5,78.96912316503587,0.69,77.6,1,913,Moderate
Japan,Asia-Pacific,3,Agriculture,62.38929420213863,53.64843697370014,63.80563004026056,65.88267410051726,0.8805,164.59,0.76,0.48,2,0,17,43222,0.855656864614989,0.026,69.69066192344252,0.98,57.98071906903395,0.54,78.15,1,10976,Moderate
Japan,Asia-Pacific,2,Agriculture,62.21718331413299,57.435931743467876,62.97411665028641,62.493107745182826,0.7318,165.17,0.82,0.5,2,0,11,43761,0.8636346958916679,0.042,67.28478117802979,0.86,89.42592231474633,0.69,78.46,1,11113,Moderate
India,Asia-Pacific,3,Agriculture,73.21760631105654,100.0,82.00993539135987,92.43403963553158,0.0722,424.51,0.51,0.6,3,0,43,29460,0.8411207343301871,0.023,52.30807707683336,0.99,65.8173415885488,0.73,72.33,0,9828,Low
Japan,Asia-Pacific,3,Agriculture,71.56923328526013,63.085595126361355,83.19323626332385,64.16595903525172,0.9539,1207.94,0.58,0.57,3,0,42,33047,0.8783261351554633,0.043,74.69254052829172,0.74,84.8471307792256,0.72,80.79,1,8355,Low
China,Asia-Pacific,2,Agriculture,54.90422188951869,50.547114298343104,56.39502332874415,51.04769179869819,0.9748,806.27,0.64,0.45,2,0,42,502,0.9104605833139507,0.03,68.81052845758957,0.57,88.2333573737739,0.76,71.78,1,9276,Moderate
Japan,Asia-Pacific,3,Agriculture,66.51648746658083,66.64539846402982,76.66914963216854,74.20837934450428,0.9112,1159.75,0.62,0.43,1,1,41,12589,0.8493838922149805,0.022,68.77376766979216,0.97,91.86647234395998,0.77,82.32,1,10092,Low
Japan,Asia-Pacific,3,Agriculture,62.21573907980875,68.17616152227133,73.96372564591299,55.71651286927155,0.8128,65.87,0.45,0.55,0,0,13,46221,0.8905966335924717,0.04,69.1446418654356,0.87,86.52139747043535,0.85,77.14,0,10670,Moderate
Malaysia,Asia-Pacific,2,Agriculture,68.2663552626963,47.21269901590185,82.8832532974698,59.779593311776225,0.8961,1191.27,0.56,0.51,3,0,43,7493,0.8561544710151245,0.058,58.7395417995254,0.58,83.74916308386373,0.8,73.33,1,9394,Low
China,Asia-Pacific,1,Agriculture,72.93756508954878,90.91111308792847,78.81712057889645,78.7568765861225,0.6469,631.48,0.51,0.34,1,0,43,11144,0.9003224387521348,0.036,55.76963375125658,0.92,89.6783036814021,0.84,76.97,1,9551,Low
USA,North America,2,Agriculture,63.70075548320025,66.0197065508402,64.51264547358161,75.52347134655189,0.7638,136.44,0.65,0.16,2,1,10,45513,0.9100131808187187,0.027,78.16882169788953,1.27,96.3252952895563,0.7,86.72,2,10228,Moderate
Malaysia,Asia-Pacific,2,Agriculture,61.464618754243546,53.442275359422425,66.57834687063803,59.878913551794945,0.8619,111.07,0.63,0.58,2,0,6,3756,0.8786849782214147,0.036,71.32154339033993,0.71,85.0670226662337,0.28,82.75,1,10861,Moderate
Brazil,South America,2,Agriculture,47.78997250881928,41.29596469617344,58.356139324747254,50.83080029817277,0.9565,884.07,0.8,0.46,2,0,42,39971,0.8733995231976311,0.036,70.8351862900767,0.48,46.88707231480467,0.69,74.97,1,10051,Moderate
Brazil,South America,2,Agriculture,57.59950051202436,46.793103181915605,68.53598221164197,54.078741566672555,0.1118,247.34,0.47,0.61,2,0,41,34043,0.8640519537385479,0.035,77.54527750534265,0.79,64.80560063030461,0.7,80.12,1,51,Moderate
Japan,Asia-Pacific,2,Agriculture,54.27324775367868,53.99813001905428,52.4952040864333,56.30314763255262,0.8591,401.66,0.75,0.51,2,0,14,11308,0.8662518226653589,0.031,71.72741546063446,0.7,91.01742379476666,0.71,72.8,2,341,Moderate
China,Asia-Pacific,1,Agriculture,72.16035558068292,51.52961935056049,59.39965665592787,63.977901025838754,0.4992,426.07,0.62,0.26,1,1,20,11830,0.9138339667928607,0.024,74.17590913931727,1.02,77.22216633598757,0.61,75.66,2,2398,Moderate
India,Asia-Pacific,3,Agriculture,73.13455939223898,68.8585212269388,82.06911053262347,84.33809957384084,0.7663,442.22,0.34,0.6,3,0,38,3282,0.9255151520209373,0.042,80.30532608018194,0.9,57.35767675034775,0.9,71.89,0,9779,Low
India,Asia-Pacific,3,Agriculture,44.7422093360931,21.61422944852172,51.31564930134278,55.97575537213054,0.8085,368.75,0.76,0.54,2,0,44,10911,0.8349544462418289,0.024,73.65459194251005,0.8,92.75236042001696,0.71,74.98,0,10844,Moderate
USA,North America,2,Agriculture,42.92088494607195,20.1176318987436,37.280211457705086,28.486828153019093,0.144,424.73,0.46,0.55,1,0,39,32406,0.9062986568840883,0.025,78.05230774648817,1.26,72.24380496704146,0.17,73.44,0,9925,Moderate
China,Asia-Pacific,1,Agriculture,74.030476389818,65.82225588141561,73.06037369272096,76.37136274647878,0.8615,320.7,0.58,0.12,1,1,9,11110,0.8823080382187888,0.047,75.54997592138585,0.86,87.45340996081069,0.8,81.3,1,10060,Moderate
Japan,Asia-Pacific,2,Agriculture,61.24386326342241,56.55671095428488,69.4164460280014,61.27478012662685,0.7147,110.45,0.83,0.54,2,0,15,48183,0.8297440339838952,0.022,69.54104099355851,0.74,61.50648188478043,0.68,82.68,1,10491,Moderate
Brazil,South America,2,Agriculture,56.91909351766854,60.47793044577259,62.585739715649524,45.0505405181361,0.9117,50.19,0.54,0.55,2,0,42,19866,0.8520383055386627,0.028,83.55924471628083,1.17,66.37868368225543,0.6,77.34,1,1689,Moderate
Malaysia,Asia-Pacific,2,Agriculture,60.45814141920186,59.38390168802433,62.35827690647077,66.49581146384376,0.93,1434.06,0.62,0.46,2,0,12,11553,0.8514761372327276,0.023,70.95004323996713,0.55,60.520718935205544,0.74,76.7,1,11019,Moderate
Brazil,South America,2,Agriculture,64.88908878227,58.94650699104817,66.01152191850555,64.85615039865023,0.9372,164.91,0.55,0.57,2,0,44,3857,0.8642839526341828,0.031,66.26930730783067,0.65,81.45807059568024,0.58,84.32,1,11896,Moderate
Japan,Asia-Pacific,3,Agriculture,75.4468345700771,57.88891581254419,80.72043012877069,64.63785073477624,0.9321,1178.29,0.48,0.58,3,0,41,502,0.8379038855734312,0.015,73.64793628403395,0.73,79.94751731339673,0.71,75.37,1,10211,Low
Brazil,South America,2,Agriculture,49.70029403880592,50.78489064844579,63.01161855332325,43.58673256810778,0.9181,93.99,0.49,0.49,2,0,9,29618,0.8582640975878408,0.032,67.14420017714248,0.75,74.35896538681634,0.46,70.47,1,10889,Moderate
China,Asia-Pacific,2,Agriculture,67.88634017403525,55.01406418479705,73.80912360246411,76.0080510106879,0.8413,698.18,0.59,0.47,3,1,42,44134,0.8889963086836934,0.042,87.34283363139961,1.28,91.85024573959868,0.69,79.96,1,10352,Low
Japan,Asia-Pacific,2,Agriculture,65.0339932054449,57.49185670698015,68.60395127935719,59.71444936312127,0.8262,839.16,0.41,0.62,0,0,21,49982,0.9077160034984311,0.022,66.41911929252831,1.04,77.10331524997062,0.82,81.78,1,8827,Moderate
Japan,Asia-Pacific,2,Agriculture,62.361465103617746,52.73196071725288,60.25197911055827,68.22043362961836,0.72,468.12,0.59,0.24,2,1,41,12595,0.8600137081641647,0.016,52.98660012935633,1.38,85.20425566311928,0.77,75.0,2,1107,Moderate
USA,North America,1,Agriculture,60.11970682076922,62.78642596397081,47.507138333249465,57.07233122239331,0.8297,583.22,0.59,0.12,1,1,43,13855,0.8808430906175605,0.034,74.27054567806066,0.91,77.2635842322782,0.65,76.41,2,9678,Moderate
Japan,Asia-Pacific,2,Agriculture,61.91390413148828,63.18860146227443,58.28077105272644,49.77877138903775,0.5703,839.8,0.46,0.53,1,1,47,13677,0.9096950190985358,0.035,61.5590675682559,1.13,86.3005296948755,0.81,80.64,2,9554,Moderate
USA,North America,2,Agriculture,77.43172039938625,85.80376893762501,81.345674506692,68.97712492668317,0.1443,389.52,0.55,0.59,1,0,45,10025,0.9535142939919569,0.024,79.28377307497693,0.84,84.33016590448977,0.8,77.18,1,10653,Low
Malaysia,Asia-Pacific,2,Agriculture,54.090468992912385,60.92055384462072,62.956473712385,38.10012747117373,0.7985,259.92,0.51,0.58,2,1,20,47371,0.8862986031533701,0.018,78.16258088374398,0.94,75.37415577918439,0.74,77.43,2,10756,Moderate
India,Asia-Pacific,3,Agriculture,59.483498788391984,43.98917703659218,66.91738113002549,53.82378814170732,0.2656,79.71,0.7,0.48,2,0,12,28581,0.8454985221216659,0.036,60.68150526659291,1.35,83.1984753287891,0.67,77.21,1,8033,Moderate
USA,Asia-Pacific,2,Agriculture,56.302658295653394,58.882464805054724,49.58286429709577,62.553884885535325,0.7804,403.21,0.6,0.35,2,1,12,7484,0.9553501628936514,0.027,62.800494551941476,0.32,85.35008387953623,0.83,80.46,1,9344,Moderate
Japan,Asia-Pacific,3,Agriculture,64.39735890690223,60.26447130520112,75.91775961834094,64.48973182007663,0.9083,732.79,0.76,0.45,0,0,20,49982,0.8965249657215382,0.039,69.12863461712814,1.31,87.74497956239298,0.78,82.48,1,10696,Moderate
Japan,Asia-Pacific,3,Agriculture,65.13745520441272,50.143089193283124,73.42770899054577,68.83480406202948,0.9582,404.87,0.81,0.56,3,0,45,46490,0.866989204303323,0.047,70.80375365358508,0.94,61.523578575082695,0.72,74.97,1,11171,Low
China,Asia-Pacific,1,Agriculture,64.60248328931847,48.99192108678465,66.90878279021098,63.56158877711794,0.0881,1153.15,0.6,0.47,3,1,42,49982,0.9041579856059795,0.039,71.37780050788477,1.0,86.88963560437197,0.73,88.73,2,9518,Moderate
Brazil,Asia-Pacific,1,Agriculture,68.39540123342795,83.5295388818498,62.224667983936286,74.01491834672493,0.8685,1310.86,0.61,0.46,2,1,13,23902,0.8365857328799919,0.022,71.19463545374002,1.2,55.22563867677245,0.78,76.35,1,519,Moderate
China,Asia-Pacific,2,Agriculture,55.69237062861369,17.04814530572268,42.57908705684505,32.74147003879231,0.7869,537.21,0.43,0.46,1,0,42,33511,0.9236099050090074,0.038,74.99150534182303,0.89,80.3136220766997,0.1,79.8,0,10163,Moderate
Japan,Asia-Pacific,2,Agriculture,66.2308274654187,75.09904221183075,65.15291997186648,64.83512713246007,0.7082,107.75,0.56,0.14,0,0,11,15241,0.8673578950695495,0.035,64.64264566047882,0.77,72.53237698628868,0.77,89.9,2,1097,Moderate
China,Asia-Pacific,2,Agriculture,64.67019293686505,59.41690525094999,63.464788745123634,65.01225001413412,0.9093,738.53,0.61,0.53,3,1,42,5174,0.958023808648463,0.027,80.11436634697192,0.84,94.99023781810766,0.78,79.98,2,11103,Moderate
Brazil,South America,3,Agriculture,70.12134675445274,93.63740289978517,75.96726025454998,77.46640496716954,0.9305,239.05,0.4,0.56,3,1,38,27925,0.9113916927428685,0.034,82.97558175700021,0.98,65.84399007173883,0.14,68.31,0,10357,Low
Malaysia,Asia-Pacific,2,Agriculture,63.19110476863925,60.631272331708495,64.86962825062912,58.52827880064848,0.686,1292.92,0.75,0.49,2,0,14,45370,0.8519527477475515,0.017,70.7063118008866,0.79,71.65225551558063,0.75,85.62,1,11307,Moderate
China,Asia-Pacific,2,Agriculture,70.21526504634119,62.826841576742886,67.10614184180015,77.17435056940762,0.4812,575.05,0.81,0.18,1,1,22,14446,0.9200851337866878,0.014,87.33553808337746,1.58,82.85370071175,0.77,76.17,2,8296,Moderate
Malaysia,Asia-Pacific,2,Agriculture,66.34041645564125,86.35035874358974,77.7330688995137,60.775672993642814,0.8071,143.62,0.61,0.48,2,0,11,40589,0.8285913042513715,0.042,69.49332330235877,0.8,81.312285533774,0.72,80.25,1,10057,Low
USA,Asia-Pacific,2,Agriculture,64.57188284237915,81.17658338117465,63.447665203985935,77.76754218256194,0.4351,184.14,0.61,0.15,2,1,18,49158,0.910885941990225,0.033,67.75104583283178,1.27,65.03644054441489,0.66,71.04,1,9912,Moderate
China,Asia-Pacific,2,Agriculture,67.9452895807715,60.49159799100925,73.40081909645497,76.34805913676851,0.9999,902.05,0.59,0.42,3,0,9,11728,0.8440010436440504,0.035,75.45860744828346,0.66,84.79057752366141,0.69,85.43,2,8992,Moderate
Japan,Asia-Pacific,2,Agriculture,62.67044149632699,67.75419807931793,74.60479671298191,62.080829957259745,0.7525,920.66,0.48,0.49,0,0,6,47822,0.8855489514137408,0.02,77.07381035481765,0.68,76.59596415014843,0.88,80.48,1,8517,Low
Japan,Asia-Pacific,3,Agriculture,66.97578005846094,66.9980980121562,70.30885193068568,64.86875051336489,0.922,50.19,0.44,0.58,2,0,46,31662,0.8501285602001455,0.041,71.30577495124473,0.74,60.42795489673372,0.73,78.68,1,11999,Low
USA,Asia-Pacific,1,Agriculture,72.42244704975816,76.57021875841257,97.34710501869237,88.2142409058475,0.7768,478.54,0.62,0.49,1,1,47,14026,0.8852973276953855,0.03,51.97997510077888,0.88,87.85288002735881,0.81,79.62,1,9571,Low
India,Asia-Pacific,2,Agriculture,59.146846095772645,43.940302426756446,50.152734773058086,49.15470080229871,0.9826,155.9,0.79,0.51,2,0,21,33769,0.8567614145961542,0.024,69.37888151319721,0.9,88.99131229188527,0.81,83.0,1,11233,Moderate
Malaysia,Asia-Pacific,2,Agriculture,50.26315392549596,55.216344386036546,50.40944262457416,44.723096661390876,0.7998,175.74,0.48,0.62,2,0,38,46690,0.89408824363545,0.041,76.39251556660277,0.9,81.34821744362372,0.7,72.38,1,10800,Moderate
USA,North America,1,Agriculture,69.36580494619065,94.89898460725571,81.60762831550323,80.49782296764513,0.1676,379.75,0.6,0.54,3,1,45,28246,0.9136270434569959,0.039,52.754015983664615,0.96,86.75083276496139,0.79,72.48,0,9949,Low
Malaysia,Asia-Pacific,3,Agriculture,65.87380481038338,76.28759335620944,74.11449494322483,81.07194420104115,0.8309,1472.21,0.45,0.41,0,0,40,27618,0.8238301263766399,0.017,73.58037830947828,0.9,57.85063699214845,0.53,71.32,0,9280,Low
Malaysia,Asia-Pacific,2,Agriculture,67.28001145388814,79.02293388532573,72.74779499408737,68.21299679685119,0.8557,1217.13,0.6,0.47,2,0,10,4470,0.8730924679120207,0.029,70.86671966829525,0.54,63.77018967414405,0.74,82.55,1,10230,Low
Brazil,South America,2,Agriculture,67.1920881593672,60.92701926338644,68.76487126864718,72.32227711912475,0.9331,251.47,0.54,0.52,2,0,43,30553,0.8477596710943791,0.043,73.22910852912747,0.76,56.93984072165318,0.59,85.67,1,1198,Low
China,Asia-Pacific,1,Agriculture,70.4088636421994,58.08197378851584,69.89992212633332,70.70201314142834,0.87,331.49,0.48,0.56,1,1,46,3050,0.9385989285344297,0.041,86.72295574286747,0.96,74.60032598742475,0.69,79.64,1,10169,Moderate
India,Asia-Pacific,3,Agriculture,72.99606449558098,55.253229846266244,74.46415164429055,66.18878285500305,0.9445,133.73,0.79,0.52,2,0,49,979,0.9231659733425859,0.025,67.44063976378922,0.79,55.86832070064144,0.6,82.58,1,11154,Moderate
Japan,Asia-Pacific,1,Agriculture,69.25508898904664,82.5269254653167,73.1197653454022,78.28581810184853,0.721,1383.7,0.61,0.46,0,0,10,47629,0.8371674839822995,0.026,72.55599739114103,1.19,54.54787176201035,0.73,74.66,1,1060,Low
India,Asia-Pacific,2,Agriculture,41.70075482189418,35.02274032019743,52.6070505309733,40.27542998513401,0.8054,1427.47,0.8,0.41,2,0,9,9879,0.9161586590034285,0.026,69.47301531350782,0.58,66.70446865814222,0.74,81.93,0,8830,Moderate
Brazil,South America,2,Agriculture,53.618632353783234,33.75655050812902,54.329938351324294,54.11689174699834,0.9919,652.24,0.34,0.52,2,0,41,6069,0.8573335399823694,0.036,70.83990297876392,0.76,60.29841722517721,0.54,76.46,0,9573,Moderate
USA,North America,2,Agriculture,76.90651280051297,61.24635876479161,84.0404171219917,83.19641621710163,0.974,786.15,0.59,0.67,3,1,43,44009,0.895665205392102,0.01,81.89897015830482,0.59,80.27709998365833,0.77,73.09,1,8370,Low
USA,North America,1,Agriculture,62.1549047806116,58.51101928830386,67.6231749632529,66.67884711355923,0.0751,159.11,0.6,0.46,2,1,44,28267,0.8481826768897703,0.039,68.90594446124844,1.0,86.7827154267364,0.76,70.02,2,9748,Moderate
