Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
Japan,Asia-Pacific,2,Agriculture,66.54024140083608,96.06342878299729,89.94908328164477,65.8053029375991,0.3865,669.18,0.66,0.41,2,0,41,44972,0.8650079576125088,0.01,66.85843506618141,1.59,77.03732443468091,0.72,80.31,1,8213,Low
Indonesia,Asia-Pacific,2,Electronics,48.94668577265568,63.85190064677345,42.03607351801162,45.25620301147268,0.0833,1306.0,0.44,0.49,2,1,14,13136,0.8489570961421896,0.035,76.63560625220347,0.77,69.71869070669858,0.8,56.38,0,9106,Moderate
India,Asia-Pacific,2,Agriculture,55.14071634908731,45.929288051671215,69.86666853306194,43.909941181514874,0.4777,869.59,0.33,0.52,3,0,38,23851,0.8457751078511766,0.05,100.0,1.23,52.976241615269416,0.51,70.15,2,8946,Moderate
Brazil,South America,3,Agriculture,79.75420449454037,70.04070348013163,92.9737086837743,49.091016599978744,0.5152,1152.34,0.4,0.39,2,0,21,10560,0.8737659812846442,0.019,36.17496031066863,1.6,99.900762520495,0.51,83.66,1,3010,Low
USA,North America,2,Agriculture,74.09685555619541,83.06134648393544,65.23043244358392,48.53370660487479,0.4305,173.75,0.96,0.31,1,1,19,8088,0.8725479424163161,0.03,60.210315161919524,1.09,97.92547011095945,0.48,56.8,1,6123,Moderate
Japan,Asia-Pacific,2,Agriculture,76.89901457631707,87.07323337070675,63.57075584988735,55.59546478390582,0.8439,296.02,0.56,0.27,3,1,30,41232,0.8640793106945095,0.024,84.31869752625161,0.2,88.48346775722229,0.17,79.28,1,6340,Low
USA,North America,2,Chemicals,72.26365877365531,76.12685085879893,97.66610340966845,59.638046188213266,0.953,989.03,0.77,0.74,3,0,47,44257,0.804305300245306,0.03,65.89012468633896,0.89,96.57980592934764,0.16,65.79,0,10827,Moderate
China,Asia-Pacific,3,Chemicals,56.25634898202432,73.1793467025507,44.60557213777959,67.90836386120927,0.9129,973.73,0.57,0.3,2,0,31,21148,0.8615564940099526,0.03,74.05962308939999,0.89,98.08105383790448,0.44,93.46,2,11436,Moderate
Brazil,South America,2,Electronics,72.3582352934967,74.09413082056936,74.68641606944382,77.43723629800807,0.1412,174.38,0.49,0.38,1,0,9,48912,0.8332105869999596,0.031,74.44443866021498,0.48,100.0,0.48,56.82,1,11995,Low
USA,North America,3,Agriculture,73.98444440446954,53.13780107029402,52.465737790696636,48.73103727228803,0.8399,182.31,0.74,0.35,1,1,35,48305,0.885602880602829,0.034,70.32119037995827,1.14,77.69830649515143,0.51,56.49,0,975,Low
India,Asia-Pacific,2,Agriculture,72.33065200615967,59.22772080925501,68.11629234063248,51.70749733610827,0.9813,446.65,0.98,0.14,0,0,34,45211,0.9604302594625328,0.038,58.26810050542864,1.16,89.56206494347757,0.79,80.86,0,6404,Moderate
China,Asia-Pacific,2,Agriculture,52.74300697608939,51.811022512603564,49.04215778131337,48.59034614458435,0.8319,364.64,0.64,0.27,3,0,38,38291,0.941209238649936,0.026,91.02705434142915,1.15,56.11253072080375,0.82,90.73,2,4896,Moderate
USA,North America,2,Agriculture,63.57736241342376,47.26984533898012,51.11529041957218,43.80670669678742,0.8767,825.93,0.35,0.74,1,1,14,44537,0.9421631665842808,0.036,81.72284563887891,0.21,68.95962206319017,0.54,85.81,1,8483,Moderate
Japan,Asia-Pacific,2,Food & Beverage,76.54451439001437,71.39778797006946,73.45666408867555,52.8110672940278,0.9184,1053.66,0.9,0.76,1,0,21,9637,0.8915142701225065,0.028,80.20933179831351,0.99,89.23130092899082,0.19,69.79,1,4486,Low
USA,North America,1,Agriculture,60.23998310211026,77.6913814767882,50.556087054090675,59.28056199774977,0.9427,370.63,0.8,0.27,1,1,30,45414,0.9566106458938006,0.041,38.18940642201495,0.88,44.354203140542296,0.85,60.75,2,4041,Moderate
USA,Asia-Pacific,2,Chemicals,38.996896528130605,31.228612866856416,27.563131871417784,45.82180750122611,0.8973,211.57,0.73,0.65,3,0,39,10426,0.9377249599898566,0.045,80.48217420082966,0.29,66.64228438086325,0.76,71.62,4,4700,High
Japan,Asia-Pacific,2,Agriculture,86.8160905435206,79.38660375493022,91.23623470388992,89.49665109313882,0.8872,980.16,0.33,0.35,1,0,26,11184,0.8758649431402744,0.044,45.811332205702286,1.08,93.65172438727893,0.16,69.23,1,7451,Low
USA,North America,3,Agriculture,61.145256848624896,88.95258396578716,64.58512760806987,51.10019575040583,0.6734,219.24,0.42,0.43,0,1,38,44844,0.8519298773065436,0.029,51.76997123011333,0.63,100.0,0.2,78.15,1,8850,Moderate
Malaysia,Asia-Pacific,1,Agriculture,57.41095585446451,63.12205313151002,42.37034806172032,61.39282840276162,0.9397,1415.84,0.6,0.13,3,1,9,8817,0.8544514477165525,0.031,31.745001106266027,0.44,96.72249268205586,0.58,85.13,1,2505,Moderate
Indonesia,Asia-Pacific,2,Electronics,68.76453912633752,77.27102502570001,80.24977162294046,28.8116041236811,0.2091,694.21,0.8,0.47,0,0,38,13856,0.8896606193005737,0.021,85.0324785063794,1.51,83.81708725637716,0.79,73.66,0,11220,Moderate
Malaysia,Asia-Pacific,3,Electronics,83.15734402643177,84.66601856510556,53.3122172691287,52.46225732985934,0.2218,1404.13,0.77,0.32,0,0,50,16053,0.8977597588748631,0.055,46.886085922704744,1.13,65.71331192650531,0.83,76.56,0,5228,Low
Brazil,Asia-Pacific,1,Agriculture,75.88142063526514,78.20599615946146,93.45329437570737,89.60004203795783,0.8935,1439.2,0.43,0.4,0,0,45,26153,0.9238766619161063,0.033,65.35241500774457,1.39,73.06479455889733,0.7,82.58,0,8384,Low
Brazil,South America,3,Food & Beverage,59.27227609950551,49.43631860887101,48.76025277524209,33.23039419922999,0.9017,138.91,0.46,0.49,1,0,6,23898,0.9302873702560877,0.046,73.82033020174632,1.36,100.0,0.64,57.25,2,5856,Moderate
India,Asia-Pacific,3,Electronics,66.15505859819498,59.571407792822946,91.99961082001002,100.0,0.9068,762.13,0.67,0.3,3,1,26,25593,0.968999866611148,0.035,59.08484359626946,1.39,94.29694607047259,0.75,76.44,1,5546,Low
Brazil,South America,2,Agriculture,58.64685640408073,77.9901173586908,75.33635603751007,53.398035841394,0.8173,905.37,0.57,0.71,1,0,6,20040,0.9070081131257126,0.022,71.46595191573438,1.12,100.0,0.52,64.73,0,4795,Moderate
Brazil,South America,2,Agriculture,78.32497361814904,92.19402324028275,89.10837245808077,91.6213583821662,0.7128,695.04,0.76,0.66,3,0,8,4950,0.888816147476453,0.043,66.87150669186293,1.63,86.80670254549271,0.48,62.84,1,10625,Low
Japan,South America,2,Chemicals,64.85025029308588,62.138388952697326,98.3192117876468,77.76055494677391,0.2019,1101.9,0.47,0.57,2,0,32,49982,0.817834877757586,0.029,52.7282305613992,1.85,98.92056052966635,0.69,81.94,1,3515,Moderate
India,Asia-Pacific,3,Food & Beverage,54.905245066032535,64.75853446511736,46.56603639905106,66.26674587633765,0.2875,887.14,0.44,0.43,3,0,42,502,0.8786562889054624,0.039,96.78060529818596,1.4,98.13237905968205,0.18,89.27,1,4418,Moderate
India,Asia-Pacific,2,Agriculture,56.622756354526366,37.79520139712226,47.350094016459,42.53308581240105,0.1036,951.99,0.88,0.42,3,0,14,4767,0.876248846794216,0.039,23.943521598244992,1.34,84.93392438289871,0.83,61.51,1,1887,Moderate
Japan,Asia-Pacific,2,Agriculture,69.69490100453703,71.6170692278794,70.28269106901692,93.55132743823808,0.9589,142.93,0.47,0.29,2,0,22,12036,0.873004884942407,0.055,73.3442868018304,1.55,62.06678238606295,0.77,55.83,0,4922,Low
China,Asia-Pacific,2,Electronics,69.8270337248556,61.23933764060045,74.46151059644275,58.533701319408095,0.7149,997.76,0.93,0.25,0,1,16,9720,0.8394597822657087,0.044,27.890997748683553,0.25,96.10418498946703,0.87,62.18,1,11999,Low
USA,North America,2,Agriculture,62.29333931647088,66.92858086344404,52.51244117534229,41.637178554563114,0.8693,1213.32,0.74,0.23,2,1,19,49948,0.9470880714645576,0.037,42.354314413032945,1.31,78.92411918545349,0.53,73.08,2,11113,Moderate
Brazil,South America,2,Electronics,61.989563726881144,82.89336059517989,98.37726059798962,81.12023572512801,0.7935,1092.29,0.48,0.55,0,1,39,41238,0.8450384544195692,0.043,43.65201668941002,0.52,89.80770152876636,0.81,96.57,1,3389,Low
indonesia,Asia-Pacific,1,Food & Beverage,64.4595947575708,84.59719516837683,63.29664717526687,90.58863289147935,0.0736,1356.9,0.63,0.28,1,0,13,23676,0.9131546106399282,0.031,70.21663564474083,1.23,79.14180306489729,0.81,85.33,1,10872,Low
USA,North America,2,Agriculture,47.7809468195531,63.89440007889127,46.19975155455542,71.66579716620754,0.9272,172.43,0.86,0.21,0,0,12,30743,0.9221248458381698,0.044,40.68520087005469,1.3,97.41857293761188,0.14,74.43,2,9978,Moderate
China,Asia-Pacific,2,Agriculture,63.526795298843,54.41314099329421,96.19464424028732,55.77982464924268,0.843,1170.46,0.45,0.24,0,0,35,41986,0.885216624733715,0.041,83.02904232016868,1.13,67.19348919890875,0.18,68.95,0,3390,Moderate
India,Asia-Pacific,2,Agriculture,74.72045674675665,91.82391378453363,86.3552829481588,78.66910879864582,0.8973,1096.27,0.9,0.52,1,0,41,30365,0.865159605327504,0.044,64.03600627611029,0.85,73.4223334319471,0.21,81.11,0,3835,Low
Indonesia,Asia-Pacific,1,Chemicals,60.496679002182574,35.80327706832575,82.61287654546403,65.04380912028398,0.8325,988.7,0.91,0.33,1,0,27,45586,0.8944520557844056,0.027,76.08913636560851,0.7,100.0,0.81,74.63,0,4519,Moderate
Indonesia,Asia-Pacific,3,Metals,56.736135383787804,60.30945813101626,50.996243839450926,51.64826113139252,0.8623,889.95,0.26,0.29,0,0,17,46300,0.9250573840858907,0.037,76.66135983038443,1.04,74.84898699897893,0.86,88.0,0,11120,Moderate
China,Asia-Pacific,3,Chemicals,76.1010297824828,61.48863121616245,73.91499825671728,68.64617561234533,0.884,611.6,0.57,0.49,1,0,11,41803,0.890285385423974,0.059,67.87593921783298,0.58,79.2382226953912,0.38,49.14,1,8619,Low
Japan,Asia-Pacific,1,Electronics,82.25991674616661,90.71491251460526,96.91669473244639,75.49518854133234,0.4454,966.17,0.66,0.33,2,0,27,43608,0.8431061095787781,0.034,85.29145324563873,0.89,73.91146973947511,0.38,58.35,0,2795,Low
Malaysia,Asia-Pacific,2,Metals,69.06177769296626,78.6372914201773,49.668238667898855,52.70941051583907,0.558,1064.2,0.84,0.41,3,1,17,25015,0.9073001459849644,0.036,76.20485515376068,0.8,97.42319752697944,0.5,49.93,2,4985,Moderate
Malaysia,Asia-Pacific,3,Electronics,54.67977200602416,29.73059695209343,53.69685220253103,77.92677740892411,0.8854,177.16,0.89,0.25,3,0,6,45454,0.953657449641311,0.041,70.81485720506225,1.99,91.59738940937255,0.12,52.2,1,3963,Moderate
Brazil,Asia-Pacific,2,Agriculture,85.41297206801649,81.50111752987645,78.4364541538593,89.132042878501,0.2193,846.88,0.51,0.5,1,0,6,8489,0.9459833988158701,0.028,49.90621051034119,1.04,100.0,0.29,63.19,1,11136,Low
Brazil,South America,1,Electronics,61.7325572367246,61.07752443181573,48.024594848967325,45.23491031403342,0.1201,1464.19,0.52,0.27,3,0,27,25668,0.8510052710335726,0.004,58.13110324400532,0.71,89.99364849288723,0.14,82.27,2,9545,High
USA,North America,2,Chemicals,38.11378144547963,25.093253090936493,28.960803939720662,24.818370822177222,0.5177,571.55,0.56,0.26,0,1,28,46334,0.9076921443860531,0.051,30.57693737486181,1.26,60.70150790269939,0.74,55.29,3,5440,High
India,Asia-Pacific,3,Metals,61.463108471379535,51.150225822615624,49.97150120522093,50.76623503586376,0.8059,576.73,0.92,0.26,3,0,28,38047,0.9572424714306034,0.004,55.5276278258912,0.79,86.31667075432811,0.85,59.86,0,10986,Moderate
Brazil,Asia-Pacific,1,Metals,64.64237529162438,65.68259059407704,59.11036919461564,55.7482744299366,0.1902,169.86,0.6,0.52,2,1,11,43056,0.8547110463421976,0.037,74.22156525489424,1.14,100.0,0.64,79.7,0,3030,Moderate
Malaysia,Asia-Pacific,1,Metals,72.40477743397093,62.38575475632991,76.86459832508916,49.80088082637779,0.663,1169.08,0.63,0.14,3,0,11,28732,0.9223402150973222,0.031,84.88088392503691,1.23,87.44451891929039,0.31,44.41,1,10031,Low
China,Asia-Pacific,2,Agriculture,65.5241768190548,92.34817899166605,60.835121187964695,63.42930783433203,0.8844,1181.86,0.6,0.23,3,1,36,48612,0.9209805179576768,0.047,77.20424680869195,1.31,93.6590985925357,0.44,79.83,1,10693,Low
japan,Asia-Pacific,2,Chemicals,57.10212386718127,59.57325436438179,62.730095165096245,48.07991440793389,0.6925,608.38,0.49,0.71,2,1,6,45539,0.9440774682216274,0.02,78.55585047672969,1.25,61.34647225549895,0.5,70.01,1,3177,Moderate
China,Asia-Pacific,2,Agriculture,58.38324339689523,84.27571716255765,80.45645938447612,60.965423845232095,0.7594,931.59,0.58,0.5,1,1,47,14993,0.9035595794062528,0.025,49.27355245196744,0.51,96.64462267507407,0.21,76.02,1,4006,Low
USA,North America,2,Agriculture,54.32249558026498,80.42323221943853,74.20252124555681,77.4305897480649,0.249,152.08,0.91,0.23,3,1,28,31198,0.8951153661988358,0.032,90.05939517849673,1.37,95.00985504771056,0.74,52.26,0,7297,Moderate
India,Asia-Pacific,2,Chemicals,64.46562631925273,54.42777792619935,53.42336049343348,38.133417382553425,0.8107,878.29,0.99,0.25,3,0,16,37824,0.9062564045469634,0.049,75.39318889668536,0.61,91.24513383378915,0.5,87.92,3,3227,Moderate
China,Asia-Pacific,1,Metals,58.71454462734888,56.642634497469125,37.5637158527613,68.13900564189429,0.9141,1205.51,0.56,0.27,1,0,33,47514,0.9559158198560472,0.052,72.90647376896315,1.12,100.0,0.62,71.59,1,4272,Moderate
China,Asia-Pacific,2,Agriculture,64.39833172692302,58.11716412388283,81.07400141987236,61.16711046367101,0.2695,87.57,0.8,0.34,2,1,17,49982,0.9201442410085586,0.031,68.5487006056649,0.56,95.87746336593773,0.49,93.79,2,4958,Moderate
USA,North America,3,Agriculture,61.56481280220473,48.097939158397466,52.0839363586305,45.19412500140299,0.3583,166.68,0.55,0.7,0,0,37,46291,0.8667758670712397,0.057,81.421536639416,0.54,100.0,0.13,69.23,2,4710,Moderate
Indonesia,Asia-Pacific,1,Agriculture,52.676938184135054,59.71144093829574,73.1333395235489,49.92573375770107,0.9478,183.15,0.72,0.02,3,1,36,4052,0.7806499798960246,0.054,46.938546391382644,1.36,77.12232359784285,0.59,72.45,0,6971,Moderate
Japan,South America,2,Agriculture,74.4811696192898,35.58582436586542,67.48783606717245,45.252938643228404,0.9271,124.29,0.81,0.0,2,0,27,11409,0.8482201432203855,0.047,99.01144150070519,1.08,49.22253076439334,0.73,66.83,1,3033,Low
India,Asia-Pacific,1,Agriculture,76.2362946587113,83.68932107498696,58.14354645250199,68.65145258751157,0.7731,471.55,0.5,0.66,1,0,33,27299,0.9462864672377312,0.033,23.822465824237383,0.32,73.5402076518021,0.52,89.3,1,2880,Low
China,Asia-Pacific,2,Chemicals,68.23864862078746,73.6141901750385,73.60170148666134,50.819316162006686,0.213,363.91,0.46,0.51,3,0,36,21696,0.8919792104547014,0.046,62.946465541640165,0.3,52.10804038813977,0.5,84.63,1,1271,High
Japan,Asia-Pacific,1,Agriculture,81.71857990093832,78.90594201532251,83.93445227934697,80.61556740123889,0.1669,1315.84,0.65,0.66,1,1,31,17856,0.8438699169119274,0.037,72.97240662808076,1.55,76.24250059036933,0.59,67.64,1,6257,Low
India,Asia-Pacific,2,Agriculture,70.35502446250379,76.30315334764262,83.13818557560846,78.5595641445667,0.1638,1149.8,0.57,0.16,1,0,34,36433,0.9584665837282766,0.043,19.706772002843785,1.48,66.14946008564071,0.16,71.31,1,9334,Low
USA,North America,3,Agriculture,59.87355640795459,60.61576843952486,65.12757866490391,62.16772613101934,0.9999,1056.09,0.72,0.16,3,0,24,45610,0.9363153312819031,0.027,80.55718760045302,0.74,86.90826690118504,0.83,53.71,1,5373,Moderate
Malaysia,Asia-Pacific,2,Agriculture,57.567126273111036,29.051149236538187,45.21188300192988,53.725338855125635,0.7791,388.03,0.61,0.16,1,0,23,25557,0.8577056800641994,0.034,27.37326756757566,0.95,63.82508188611444,0.17,48.18,0,2560,Moderate
India,Asia-Pacific,3,Metals,54.51282048991061,36.78307141433461,50.537835100369975,60.53967842713934,0.9223,1363.29,0.4,0.38,1,1,29,2154,0.8648242330322652,0.022,68.11476673142909,1.4,95.20405889180854,0.43,57.96,1,4991,Moderate
Brazil,South America,2,Agriculture,71.51768293128382,63.13770648237758,67.11515101662059,45.11376681494942,0.8558,1375.84,0.75,0.77,3,0,8,26373,0.8097346542443129,0.052,44.91125699166493,1.12,100.0,0.11,74.69,4,8303,Moderate
Indonesia,Asia-Pacific,3,Agriculture,53.29752259225508,53.814902082873076,57.044505134196434,43.54867526987281,0.1703,856.76,0.62,0.26,1,0,11,8232,0.8032873622316937,0.042,80.59179441521657,1.26,93.19234564641049,0.77,62.0,2,1722,Moderate
USA,Asia-Pacific,2,Agriculture,59.24428271405968,57.032725007027295,83.05949560038873,50.35111465574899,0.3831,669.46,0.42,0.35,0,0,13,13719,0.9623482839881837,0.044,76.36515275918349,1.23,76.61275909225368,0.39,56.73,2,437,Moderate
China,Asia-Pacific,3,Agriculture,51.75416509816107,62.90227534160961,41.9693223842439,20.020000000000003,0.7582,876.17,0.67,0.2,1,0,29,49732,0.95466403589808,0.038,47.3984201679234,0.63,100.0,0.7,60.22,1,4345,High
Malaysia,Asia-Pacific,3,Metals,56.0387127323498,46.95385464825556,74.47778702193393,45.477830323859216,0.8637,621.5,0.64,0.38,3,0,45,37416,0.8508350777888241,0.035,80.84033615603659,0.93,93.83776078100743,0.86,60.48,0,9642,Low
Malaysia,Asia-Pacific,2,Food & Beverage,62.855824612824385,52.38925747709111,49.542872427284095,59.742037065530894,0.8775,983.15,0.5,0.3,3,1,25,42735,0.8707784238623163,0.044,66.7911975018092,1.12,98.20733704408366,0.59,51.29,2,9594,Moderate
India,North America,2,Agriculture,74.91861279496133,50.15273475058657,48.43773491554764,78.2859735576541,0.0918,1045.39,0.62,0.12,1,0,26,35184,0.8196672888250636,0.035,70.7201001978676,0.39,59.60378947359892,0.39,57.39,0,3766,Moderate
USA,North America,2,Agriculture,62.70788073778526,55.024894452992875,36.92936660003818,46.5138892920175,0.8485,238.26,0.36,0.35,2,0,40,47028,0.9266856021609272,0.06,41.43436372992042,0.69,86.3099512755856,0.3,100.0,2,5823,Moderate
India,Asia-Pacific,2,Agriculture,44.92309718771271,32.86663390459773,46.11311226162713,31.58526479872472,0.9525,1109.33,0.92,0.72,2,0,19,14461,0.9358915346093483,0.043,72.85485539424445,0.54,79.94472647229604,0.4,83.61,1,5825,Moderate
China,Asia-Pacific,2,Chemicals,78.48460090153907,57.670735085585086,61.74372233099275,65.45558962811577,0.6967,764.16,1.0,0.02,1,0,37,48324,0.9374875577813472,0.031,39.1362738260097,1.26,91.9301152248134,0.17,52.29,0,5161,Low
USA,North America,2,Agriculture,67.62223618372686,61.38528828475144,56.30445958384743,48.235782097302014,0.624,512.93,0.59,0.81,1,0,15,44819,0.9348050215242899,0.032,77.84478809993033,0.79,94.83073576678403,0.56,56.9,2,1166,Moderate
Brazil,North America,3,Chemicals,59.60454949136276,86.2396620141852,73.34650508304769,43.08837206924055,0.816,1049.91,0.45,0.49,3,0,38,12287,0.9369585938581234,0.038,58.334204203895865,1.03,100.0,0.69,75.4,1,2200,Moderate
China,Asia-Pacific,2,Agriculture,73.80544115366138,70.19087422057655,77.90225282251589,62.187344769597566,0.6138,582.36,0.39,0.47,1,1,17,34289,0.8691325330224147,0.031,78.5071664526932,1.53,82.17449045834252,0.83,69.95,1,8496,Low
Brazil,South America,1,Agriculture,84.62577158491465,66.73361397680834,82.01748384740759,48.02288745222948,0.1435,1257.01,0.37,0.36,2,0,13,30928,0.8574157679542942,0.028,83.84278166603862,1.5,82.485801197181,0.53,80.15,1,6925,Low
indonesia,Asia-Pacific,1,Agriculture,63.72104379362284,56.38479215331735,62.047631425296586,57.86794799326589,0.7166,872.04,0.6,0.27,1,0,15,32179,0.8201577627569054,0.044,73.01725241751342,1.77,100.0,0.49,80.65,2,3029,Moderate
China,Asia-Pacific,2,Chemicals,63.797469737525546,28.99353620001138,27.321351821646825,96.84660298052223,0.888,788.8,0.64,0.29,1,1,11,25764,0.9628719531821626,0.035,39.93474043002284,1.44,100.0,0.56,70.7,2,6358,Moderate
Indonesia,Asia-Pacific,2,Agriculture,76.9939676768219,61.81219417607574,44.7552328154365,21.18089340413224,0.7569,1007.97,0.54,0.18,0,1,26,47915,0.9297201856710617,0.032,38.80070942180077,0.59,60.034381103660984,0.31,57.88,4,3928,High
Malaysia,Asia-Pacific,1,Agriculture,63.032339887204934,57.95285635260633,43.63095733582585,60.15237437492561,0.7993,1312.14,0.47,0.35,3,0,30,26061,0.8640067306712752,0.031,76.42687456304616,1.24,76.39926393124016,0.42,86.06,2,515,Moderate
USA,North America,3,Electronics,78.91334878247963,67.50364223460427,51.589269775921714,47.1264380977828,0.4618,1307.32,0.58,0.26,1,0,35,24787,0.9503879608438051,0.036,38.784139493629915,1.06,77.04939149644869,0.52,84.62,1,1943,Moderate
Malaysia,Asia-Pacific,2,Electronics,59.225315797313954,38.79785009463782,37.95451031938055,32.275260799896685,0.4327,1351.39,0.64,0.12,1,0,18,38915,0.903123159205522,0.045,72.05653813139713,1.63,75.85588891881666,0.23,70.79,2,7751,Moderate
Brazil,South America,2,Chemicals,52.72714390726828,64.08366155585938,66.52769320853444,54.26689756140743,0.0482,106.72,0.37,0.16,1,0,19,4566,0.8898328585406748,0.029,70.21305202506923,1.15,79.93579606725616,0.61,56.6,2,3193,Moderate
Brazil,North America,2,Food & Beverage,51.09482256928516,47.75518090363431,68.07094535424444,44.62157845998716,0.8813,1044.52,0.5,0.21,3,0,16,44162,0.8891818397135375,0.047,67.88107124289509,0.55,94.80793857481629,0.13,80.23,1,569,High
Indonesia,Asia-Pacific,1,Agriculture,60.35288996023298,49.42537519410517,41.37878862433386,46.48558095352449,0.5136,999.23,0.82,0.37,1,0,11,36342,0.909170790911849,0.054,68.97003848908541,0.48,53.870036954656406,0.81,63.12,1,5003,Moderate
Malaysia,Asia-Pacific,1,Agriculture,57.665613734860436,84.87487409068457,49.691952087364804,55.48932206956875,0.1681,450.62,0.75,0.57,3,0,6,48323,0.9389347895771245,0.037,31.913472265108354,0.94,67.94575950062683,0.64,65.71,1,7749,Moderate
Brazil,South America,2,Food & Beverage,68.23757145297473,86.76483584444846,95.42881976556554,76.08628654490022,0.9512,410.44,0.57,0.46,1,0,8,46728,0.9587686450499311,0.033,68.30279763382599,0.4,76.84172153315674,0.17,69.8,0,273,Low
Brazil,South America,2,Chemicals,54.36236418428545,36.339650737514205,77.09419848605135,67.89375159446587,0.1824,1063.24,0.54,0.52,1,0,10,38099,0.911136261797292,0.036,75.35866100386625,0.51,78.88389124842395,0.65,74.53,2,11572,Moderate
